match_id,competition_id,home_team_id,home_team,away_team_id,away_team
7869a7b6,622e1591,c14b1ed3,Pucará,cfd58d37,Club Atletico del Rosario
42250849,622e1591,39f4260d,Newman,1ca52534,Regatas Bella Vista
7ccf6dc8,622e1591,757f3f81,CUBA,bcbeddd2,Hindú
04a4cba2,622e1591,95aa31e1,Belgrano AC,43ac9ccf,Los Tilos
479a7a12,814f16bc,d8f064ad,Waikato,d990d095,Bay of Plenty
c18b78c5,b5e3c6bd,6d75cc31,Australia Women,70926290,New Zealand Women
9f07a45b,b5e3c6bd,1a0391e6,USA Women,312ec216,Italy Women
41d283db,b5e3c6bd,2fa201ae,Japan Women,4f60d91f,Canada Women
1da2f2b4,23df32a1,0360bf5e,Serbia,62ec3e5b,Montenegro
66832d44,23df32a1,a9738a23,Hungary,771c3ad2,Czech Republic
5a2c5424,2f0de05a,388e620c,Clermont,94b39f65,Toulouse
a954c237,0fad1a69,86e5077b,England Women,0cd7b134,Fiji Women
8a265aa3,83d92007,b6319444,Wales,a78b5b90,Georgia
22b69745,83d92007,f11abcf7,England,1f7801a5,Samoa
e55e2e37,83d92007,ace6a25f,Ireland,9d4b9a14,Scotland
bd3de13d,814f16bc,b5eec0e0,Taranaki,231ffe89,Tasman
37e830d6,814f16bc,d990d095,Bay of Plenty,ea0e6b6c,Hawke's Bay
a97b41ab,23df32a1,489f1fe6,Moldova,0360bf5e,Serbia
a53d81a2,23df32a1,ed33647d,Finland,6ad88363,Denmark
f9a314a6,679f8455,d8f064ad,Waikato,efc79707,Wellington
7915cca8,ee0c6883,f7e939a6,Bordeaux Begles,1b2d3d61,Sharks
a53d56e9,ee0c6883,1ebc0e7a,Leinster,59c67efa,Gloucester Rugby
f1c2b796,83d92007,bb49fc47,Lions,247cd1a2,Stade Francais Paris
90d4d106,83d92007,d5468acc,Brive,6f5af01b,Connacht
d402c063,83d92007,6f08f859,Glasgow Warriors,0120f1b3,Perpignan
d14520c7,0bc7d681,092ba249,Australia,bb49fc47,British and Irish Lions
b0129111,c2f89f12,bb49fc47,Golden Lions,1b2d3d61,Sharks Xv
c1d8f540,c2f89f12,1b71011b,Blue Bulls,0361ebea,Western Province
1a9af60d,2c3df351,d7d74d92,Sale Sharks,895ae027,Northampton Saints
82d6c5ce,2c3df351,59c67efa,Gloucester Rugby,8e4b5ee2,Wasps
73bc6e47,2f0de05a,94b39f65,Stade Toulousain,30ad8a8a,Toulon
cba2d077,814f16bc,9b438d28,Canterbury,0d45e935,Northland
25118cff,2f0de05a,30ad8a8a,Toulon,94b39f65,Toulouse
fbb3092d,50e6935b,bb49fc47,Lions,f54be954,Stormers
ff806d60,50e6935b,1b71011b,Bulls,1b2d3d61,Sharks
1756496b,50e6935b,af0bb046,Benetton Treviso,0aa2b3cc,Ulster
f44746bd,50e6935b,afe6fb82,Munster,0e10c257,Scarlets
7281387c,50e6935b,6f5af01b,Connacht,79c81be4,Cardiff Blues
c86d5537,2f0de05a,fe2eda63,Bayonne,f7e939a6,Bordeaux Begles
e3df31cf,2f0de05a,1cbf55bf,Lyon,9aa9df8a,La Rochelle
22eb7f95,2f0de05a,2e49b214,Racing 92,34149c5c,Vannes
bd00933a,2f0de05a,247cd1a2,Stade Francais Paris,73e02b8e,Pau
00f3688c,2f0de05a,0120f1b3,Perpignan,a9650c97,Castres Olympique
a6f5fc3a,2f0de05a,b6f40da2,Montpellier Herault,30ad8a8a,Toulon
1ff4959e,bc5d9ec5,79c81be4,Blues,08a046f2,Chiefs
4b152f0a,bc5d9ec5,510fa4b4,Western Force,ef5d2d5d,Moana Pasifika
32c0aa0d,0ab9177f,1b2d3d61,Miami Sharks,c674b423,Old Glory DC
a5148e70,0ab9177f,b59edee8,Nola Gold,a82abc99,Anthem Rugby Carolina
cc51900b,0ab9177f,6fd831fc,Houston SaberCats,3d89b89d,Chicago Hounds
f7f5a6ff,0ab9177f,c8cdc810,RFCLA,f11abcf7,New England Free Jacks
2fe1e1bf,d7c59c8c,0d890d19,Tokyo Sungoliath,2e7192a3,Toshiba Brave Lupus Tokyo
25e93ac1,d7c59c8c,5a371639,Shizuoka Bluerevs,10b5e04f,Toyota Verblitz
0cd73c6a,d7c59c8c,d7b21cfb,Kobelco Kobe Steelers,dad857c8,Kubota Spears
b69efd42,d7c59c8c,31781a9e,Blackrams Tokyo,7634a2cd,Urayasu D Rocks
27d0ae1a,0f8b619e,b13d17b7,Great Britain Women 7s,6ab1d3ec,South Africa Women 7s
b9c57632,0f8b619e,a1f4b5ce,Australia Women 7s,4a1bf03c,Ireland Women 7s
2a6b68b7,0f8b619e,0710d965,Japan Women 7s,91fc7224,Brazil Women 7s
d8ace39f,0f8b619e,0c3eb5f5,France Women 7s,a1f4b5ce,USA Women 7s
ffdf9a6f,0f8b619e,3baba750,Canada Women 7s,3baba750,China Women 7s
b79d0745,0f8b619e,04349324,New Zealand Women 7s,03817b3b,Fiji Women 7s
be5006de,0f8b619e,0710d965,Japan Women 7s,6ab1d3ec,South Africa Women 7s
7d1be79a,0f8b619e,03817b3b,Fiji Women 7s,91fc7224,Brazil Women 7s
3f6e5f7a,0f8b619e,04349324,New Zealand Women 7s,3baba750,China Women 7s
dbbdf41c,0f8b619e,b13d17b7,Great Britain Women 7s,a1f4b5ce,USA Women 7s
11d5a3ff,0f8b619e,0c3eb5f5,France Women 7s,3baba750,Canada Women 7s
b9c57632,0f8b619e,a1f4b5ce,Australia Women 7s,4a1bf03c,Ireland Women 7s
67179756,0ab9177f,f11abcf7,New England Free Jacks,c8cdc810,RFCLA
83a2de24,0fad1a69,1ebc0e7a,Leicester,93542906,Newcastle
3d7d7646,0fad1a69,08a046f2,Exeter Chiefs,d7d74d92,Sale
9b981941,50e6935b,af0bb046,Benetton,0aa2b3cc,Ulster
81e16306,50e6935b,973ef5cc,Gwent Dragons,1ebc0e7a,Leinster
978d34b8,822142db,98fce2f7,Biarritz,ebeace3a,Grenoble
b8ffe706,822142db,deee3415,Beziers,53983719,Oyonnax
da488ad5,822142db,93d1e116,Carcassonne,4f43e2ca,Provence Rugby
22864f66,822142db,870e9fb0,Aurillac,af22c862,Soyaux Angouleme
9388a23c,822142db,6992ab09,Dax,6de7a527,Mont De Marsan
ac276fdb,822142db,8b15a375,Uso Nevers,791d6c23,Valence Romans
fa135b48,822142db,2bac4677,Agen,34149c5c,Vannes
b7f20d17,0ab9177f,4ae716d2,San Diego Legion,6fd831fc,Houston SaberCats
adeed4a9,814f16bc,231ffe89,Tasman,140c0f3f,Otago
3ee45da9,814f16bc,b5eec0e0,Taranaki,a116adbb,Counties Manukau
94194a18,23df32a1,1f7801a5,Samoa,626c3851,Tonga
8ca3b124,23df32a1,ef10fb4f,New Zealand,092ba249,Australia
2a71e776,23df32a1,626c3851,Tonga,7cbb3319,Canada
f56885d1,50e6935b,79c81be4,Cardiff Blues,5fa975a5,Ospreys
706613cf,50e6935b,0e10c257,Scarlets,973ef5cc,Dragons
4deaa73c,467a422f,b6319444,Wales,29c8e3d4,France
9781a21d,2f0de05a,2e49b214,Racing 92,30ad8a8a,Toulon
e80db269,0ab9177f,41f6c580,Dallas Jackals,4ae716d2,San Diego Legion
740b3eb1,0ab9177f,c8cdc810,RFCLA,6fd831fc,Houston SaberCats
b39210cb,d7c59c8c,31781a9e,Blackrams Tokyo,37df45e1,Mie Honda Heat
4c37d754,d7c59c8c,d7b21cfb,Kobelco Kobe Steelers,87130580,Mitsubishi Sagamihara Dynaboars
40e8fc72,ee0c6883,f54be954,Stormers,d7d74d92,Sale Sharks
7e4f7f91,ee0c6883,08a046f2,Exeter Chiefs,f7e939a6,Bordeaux Begles
d9dca8d3,ee0c6883,1b2d3d61,Sharks,94b39f65,Stade Toulousain
3ac5dcb7,ee0c6883,afe6fb82,Munster,0026b492,Saracens
3ba75148,ee0c6883,247cd1a2,Stade Francais Paris,895ae027,Northampton Saints
bb742c0a,ee0c6883,1ebc0e7a,Leicester Tigers,0aa2b3cc,Ulster
5ed529eb,ee0c6883,a9650c97,Castres Olympique,1b71011b,Bulls
521e1741,83d92007,0120f1b3,Perpignan,79c81be4,Cardiff Blues
7cfdd633,83d92007,34149c5c,Vannes,242b5b2e,Edinburgh
b17e69f7,83d92007,1d7c5dda,Black Lion,fe2eda63,Bayonne
f8d5672a,83d92007,5fa975a5,Ospreys,93542906,Newcastle Falcons
77f3427f,83d92007,b6f40da2,Montpellier Herault,bb49fc47,Lions
56f685df,83d92007,6f5af01b,Connacht,1cbf55bf,Lyon
e5928f30,ee0c6883,1b2d3d61,Sharks,94b39f65,Toulouse
222d32e6,d7c59c8c,2e7192a3,Toshiba Brave Lupus Tokyo,7634a2cd,Urayasu D Rocks
dd80a039,d7c59c8c,5a371639,Shizuoka Bluerevs,86267089,Yokohama Canon Eagles
78860f70,d7c59c8c,31781a9e,Blackrams Tokyo,10b5e04f,Toyota Verblitz
971e356c,814f16bc,d990d095,Bay of Plenty,9d4b9a14,Southland
bcc7b280,814f16bc,d8f064ad,Waikato,9d4b9a14,Southland
3d8f0f63,b5e3c6bd,ace6a25f,Ireland Women,1a0391e6,Spain Women
afd31bb4,b5e3c6bd,70926290,New Zealand Women,2fa201ae,Japan Women
5e34a3b9,b5e3c6bd,66f91b55,Italy Women,5bf029a4,South Africa Women
42870d87,b5e3c6bd,29c8e3d4,France Women,d7d61015,Brazil Women
0963449f,679f8455,547c84c6,Auckland,efc79707,Wellington
1e44fa21,ee0c6883,1ebc0e7a,Leinster,1ebc0e7a,Leicester Tigers
f5c4a502,83d92007,0e10c257,Scarlets,388e620c,Clermont Auvergne
60b438a4,bc5d9ec5,93b14fff,Crusaders,ef5d2d5d,Moana Pasifika
3989d429,bc5d9ec5,b6b6eba1,Queensland Reds,9f706321,Brumbies
7bd7bb22,c2f89f12,1b71011b,Blue Bulls,dc73d96b,Griquas
73d16926,c2f89f12,59830ed0,Pumas,1b2d3d61,Sharks Xv
a2d08fbe,d7c59c8c,d7b21cfb,Kobelco Kobe Steelers,0d890d19,Tokyo Sungoliath
53753af4,2f0de05a,94b39f65,Stade Toulousain,2e49b214,Racing 92
36d9fd78,bc5d9ec5,79c81be4,Blues,b6319444,New South Wales Waratahs
e5fff760,2f0de05a,2e49b214,Racing 92,94b39f65,Toulouse
a1670057,c2f89f12,bb49fc47,Golden Lions,45dd04d1,Griffons
025345ca,c2f89f12,dc73d96b,Griquas,59830ed0,Pumas
f26ed9d1,ee0c6883,6f5af01b,Connacht,1ebc0e7a,Leinster
1e0b40a0,83d92007,242b5b2e,Edinburgh,73e02b8e,Pau
b38cb843,83d92007,d5468acc,Brive,0026b492,Saracens
73859ed1,bc5d9ec5,f921cb8b,Highlanders,ef5d2d5d,Moana Pasifika
2573d632,bc5d9ec5,510fa4b4,Western Force,32f13a5d,Melbourne Rebels
2061d551,2c3df351,59c67efa,Gloucester Rugby,93542906,Newcastle Falcons
0c9908f8,2c3df351,08a046f2,Exeter Chiefs,8239a311,London Irish
3dd572ac,b5e3c6bd,86e5077b,England Women,70926290,New Zealand Women
5d01b74d,23df32a1,626c3851,Tonga,7f4e0a32,Chile
c980cd87,23df32a1,b1c89fc0,Portugal,4e17799b,Kenya
20c95367,23df32a1,ace6a25f,Ireland,b8b8b698,Fiji
44b6527f,23df32a1,66f91b55,Italy,092ba249,Australia
67659510,23df32a1,771c3ad2,Czech Republic,489f1fe6,Moldova
283a5a93,23df32a1,df16b66c,Netherlands,7cbb3319,Canada
3e91f230,23df32a1,a78b5b90,Georgia,1f7801a5,Samoa
3b293cda,23df32a1,28dc74ce,Switzerland,88e2113d,Lithuania
fd92e1e3,23df32a1,af1c29a7,United States of America,961bf049,Hong Kong
39833d7f,23df32a1,d8ed87c0,Spain,f2bc5bb7,Namibia
41d7693a,23df32a1,f11abcf7,England,8acfb551,Japan
00fb43ff,23df32a1,b6319444,Wales,24c0c93d,Argentina
9e961065,23df32a1,29c8e3d4,France,446f2243,South Africa
7bde6a1e,30e7e1ca,961bf049,Hong Kong,93b14fff,Usa
75bde6cf,0fad1a69,4f60d91f,Canada Women,578f4cd0,France Women
c36b5b0c,50e6935b,bb49fc47,Lions,5fa975a5,Ospreys
f4fbb641,50e6935b,afe6fb82,Munster,af0bb046,Benetton Treviso
bfec2120,bc5d9ec5,ef5d2d5d,Moana Pasifika,ada90f2c,Hurricanes
d509a38b,bc5d9ec5,32f13a5d,Melbourne Rebels,b8b8b698,Fijian Drua
703a165b,bc5d9ec5,510fa4b4,Western Force,9f706321,Brumbies
1e743129,bc5d9ec5,f921cb8b,Highlanders,79c81be4,Blues
1cdc1812,814f16bc,a116adbb,Counties Manukau,d8f064ad,Waikato
7e4f1870,679f8455,1b71011b,Taranaki Bulls,efc79707,Wellington
21b7a164,679f8455,d990d095,Bay Of Plenty,b5791a75,North Harbour
d3218131,c2f89f12,45dd04d1,Griffons,dc73d96b,Griquas
db8cec69,2c3df351,47d5fe17,Bristol Rugby,566d5199,Harlequins
3653bec1,2c3df351,895ae027,Northampton Saints,8e4b5ee2,Wasps
02889841,50e6935b,bb49fc47,Lions,79c81be4,Cardiff Blues
8a661cd9,50e6935b,f54be954,Stormers,8ab9f1c9,Zebre
2b88db7c,2f0de05a,388e620c,Clermont Auvergne,f7e939a6,Bordeaux Begles
9e7941ab,0ab9177f,0c24fe84,Rugby New York Ironworkers,4ae716d2,San Diego Legion
7aec27c8,0ab9177f,d7a2cd49,LA Giltinis,5c348669,Utah Warriors
14a7980f,877aa127,510fa4b4,Force,b302dfcf,Waratahs
d83e7511,679f8455,140c0f3f,Otago,efc79707,Wellington
0d3aa6af,2c3df351,93542906,Newcastle Falcons,895ae027,Northampton Saints
880a0632,50e6935b,f54be954,Stormers,af0bb046,Benetton Treviso
0be677bb,50e6935b,0aa2b3cc,Ulster,242b5b2e,Edinburgh
ddd1a166,bc5d9ec5,08a046f2,Chiefs,b8b8b698,Fijian Drua
276dd91a,bc5d9ec5,32f13a5d,Melbourne Rebels,93b14fff,Crusaders
fd0a8372,c2f89f12,26fdbbb9,Cheetahs,1b2d3d61,Sharks Xv
8c99a576,c2f89f12,59830ed0,Pumas,0361ebea,Western Province
a06c2753,d7c59c8c,252fd636,Saitama Wild Knights,2e7192a3,Toshiba Brave Lupus Tokyo
bf0eae47,822142db,d5468acc,Brive,791d6c23,Valence Romans
9719e72e,822142db,deee3415,Beziers,af22c862,Soyaux Angouleme
ef447de3,822142db,98fce2f7,Biarritz,8b15a375,Uso Nevers
cc5461c9,822142db,6de7a527,Mont De Marsan,4f43e2ca,Provence Rugby
f1dd1902,822142db,870e9fb0,Aurillac,53983719,Oyonnax
447f9230,822142db,2bac4677,Agen,ebeace3a,Grenoble
0f888bd4,822142db,6992ab09,Dax,6038c3ba,Nice
af2ef3da,50e6935b,1b71011b,Bulls,1ebc0e7a,Leinster
0f569c11,50e6935b,afe6fb82,Munster,6f08f859,Glasgow Warriors
740e6d62,2f0de05a,30ad8a8a,Toulon,9aa9df8a,La Rochelle
63a89a74,bc5d9ec5,ada90f2c,Hurricanes,08a046f2,Chiefs
f4cf5563,0ab9177f,6fd831fc,Houston SaberCats,f7e65630,Seattle Seawolves
0e1922f5,ee0c6883,895ae027,Northampton Saints,388e620c,Clermont Auvergne
eeb1caa6,83d92007,242b5b2e,Edinburgh,bb49fc47,Lions
7c9d57b5,83d92007,73e02b8e,Pau,aa4f64f5,Bath Rugby
f58af250,bc5d9ec5,08a046f2,Chiefs,b6b6eba1,Queensland Reds
afe3b041,bc5d9ec5,ef5d2d5d,Moana Pasifika,b6319444,New South Wales Waratahs
68a07bf0,bc5d9ec5,b8b8b698,Fijian Drua,93b14fff,Crusaders
01e3d820,822142db,2bac4677,Agen,53983719,Oyonnax
0051ec0f,822142db,870e9fb0,Aurillac,deee3415,Beziers
4e676119,822142db,d5468acc,Brive,791d6c23,Valence Romans
6ad6c61d,822142db,a9955246,Colomiers,8b15a375,Uso Nevers
14ca027a,822142db,ebeace3a,Grenoble,6de7a527,Mont De Marsan
43031736,822142db,6038c3ba,Nice,af22c862,Soyaux Angouleme
6917813a,822142db,6992ab09,Dax,4f43e2ca,Provence Rugby
cc8fcdd8,2c3df351,59c67efa,Gloucester Rugby,d7d74d92,Sale Sharks
31bdd884,2f0de05a,2e49b214,Racing 92,94b39f65,Stade Toulousain
90631db2,0f8b619e,988e467e,Argentina 7s Mens,859f6556,Australia 7s Mens
09e2e2c1,0f8b619e,0fdc82bd,Australia 7s Womens,e52a38e7,Ireland 7s Womens
6ddf5ed8,0f8b619e,f41d74a7,Fiji 7s Mens,3ffdb3f9,Ireland 7s Mens
7c7bf5c7,0f8b619e,92cc0956,Great Britain 7s Womens,0fdc82bd,Usa 7s Womens
240340cc,0f8b619e,1a2f759f,France 7s Mens,8e822abe,South Africa 7s Mens
7db3a484,0f8b619e,ea5b3860,France 7s Womens,e7a608ec,New Zealand 7s Womens
2be819dc,0f8b619e,3424d6d6,Spain 7s Mens,5bb29c36,Usa 7s Mens
a7556a76,0f8b619e,988e467e,Argentina 7s Mens,3ffdb3f9,Ireland 7s Mens
0d9a49bd,0f8b619e,f638d5a5,Canada 7s Womens,b18d4b1f,Fiji 7s Womens
befb09ac,0f8b619e,859f6556,Australia 7s Mens,f41d74a7,Fiji 7s Mens
34c4a2b5,0f8b619e,0fdc82bd,Australia 7s Womens,0fdc82bd,Usa 7s Womens
2477e5ed,0f8b619e,92cc0956,Great Britain 7s Womens,e52a38e7,Ireland 7s Womens
0ed7b7c8,0f8b619e,99bc0d52,Canada 7s Mens,633355a3,Great Britain 7s Mens
989049d4,0f8b619e,b9f09c6b,Brazil 7s Womens,adac2e0d,South Africa 7s Womens
beee8fa1,0f8b619e,e18ca4eb,Japan 7s Womens,e18ca4eb,Spain 7s Womens
1e3c0559,2f0de05a,2e49b214,Racing 92,94b39f65,Toulouse
989049d4,0f8b619e,b9f09c6b,Brazil 7s Womens,adac2e0d,South Africa 7s Womens
34c4a2b5,0f8b619e,0fdc82bd,Australia 7s Womens,0fdc82bd,Usa 7s Womens
8039a0f7,2c3df351,08a046f2,Exeter Chiefs,93542906,Newcastle Falcons
b6ab537f,2c3df351,aa4f64f5,Bath Rugby,566d5199,Harlequins
485dc846,2c3df351,59c67efa,Gloucester Rugby,47d5fe17,Bristol Rugby
749e4763,50e6935b,1b71011b,Bulls,8ab9f1c9,Zebre
08537d5c,50e6935b,6f5af01b,Connacht,afe6fb82,Munster
1c1b0ab4,50e6935b,0e10c257,Scarlets,5fa975a5,Ospreys
ff0859e9,50e6935b,1b2d3d61,Sharks,1ebc0e7a,Leinster
19a7cd28,50e6935b,af0bb046,Benetton Treviso,79c81be4,Cardiff Blues
be2cb520,50e6935b,6f08f859,Glasgow Warriors,bb49fc47,Lions
14112502,2f0de05a,94b39f65,Stade Toulousain,73e02b8e,Pau
5c7d7985,2f0de05a,388e620c,Clermont Auvergne,9aa9df8a,La Rochelle
b9abdff0,2f0de05a,fe2eda63,Bayonne,1cbf55bf,Lyon
6b0b21c9,2f0de05a,b6f40da2,Montpellier Herault,247cd1a2,Stade Francais Paris
e51f7b9f,2f0de05a,34149c5c,Vannes,0120f1b3,Perpignan
9324525a,2f0de05a,a9650c97,Castres Olympique,30ad8a8a,Toulon
9bc76785,bc5d9ec5,93b14fff,Crusaders,ef5d2d5d,Moana Pasifika
ebac4cd6,bc5d9ec5,b6b6eba1,Queensland Reds,510fa4b4,Western Force
5e0e1421,0ab9177f,c8cdc810,RFCLA,c674b423,Old Glory DC
00cbb776,0ab9177f,b59edee8,Nola Gold,3d89b89d,Chicago Hounds
eb1204d7,0ab9177f,6fd831fc,Houston SaberCats,4ae716d2,San Diego Legion
905c276f,0ab9177f,f7e65630,Seattle Seawolves,a82abc99,Anthem Rugby Carolina
3c162ef8,0ab9177f,5c348669,Utah Warriors,f11abcf7,New England Free Jacks
aa138883,2f0de05a,73e02b8e,Pau,94b39f65,Toulouse
3b3d0b02,d7c59c8c,5a371639,Shizuoka Bluerevs,0d890d19,Tokyo Sungoliath
84792621,d7c59c8c,dad857c8,Kubota Spears,87130580,Mitsubishi Sagamihara Dynaboars
fbf0fddd,d7c59c8c,252fd636,Saitama Wild Knights,7634a2cd,Urayasu D Rocks
c16de62b,467a422f,66f91b55,Italy,29c8e3d4,France
6a8bd453,2f0de05a,f7e939a6,Bordeaux Begles,388e620c,Clermont Auvergne
fddf4f80,0ab9177f,3d89b89d,Chicago Hounds,5c348669,Utah Warriors
3a4c5192,0ab9177f,1b2d3d61,Miami Sharks,b59edee8,Nola Gold
63f194e4,0ab9177f,c8cdc810,RFCLA,6fd831fc,Houston SaberCats
81e32a16,d7c59c8c,37df45e1,Mie Honda Heat,86267089,Yokohama Canon Eagles
a907954b,d7c59c8c,0d890d19,Tokyo Sungoliath,7634a2cd,Urayasu D Rocks
3fa54453,83d92007,8acfb551,Japan,1f7801a5,Samoa
a6a381f2,822142db,a9955246,Colomiers,4f43e2ca,Provence Rugby
15808480,50e6935b,092ba249,Australia,ef10fb4f,New Zealand
c85f549e,50e6935b,24c0c93d,Argentina,446f2243,South Africa
c4b8ab1a,622e1591,d1ec8848,Alumni,2700f87a,La Plata Rugby Club
868ff00a,622e1591,757f3f81,CUBA,b9120e6d,B.A.C.R.C.
170eec51,622e1591,95aa31e1,Belgrano AC,bcbeddd2,Hindú
c59f5406,622e1591,e89f2930,CASI,39f4260d,Newman
08dad095,622e1591,4bbb4db8,San Luis,43ac9ccf,Los Tilos
d10b3d76,622e1591,1ca52534,Regatas Bella Vista,a1b6f895,SIC
040d5fa3,814f16bc,fb93c02e,Manawatu,ea0e6b6c,Hawke's Bay
e48c39a1,814f16bc,231ffe89,Tasman,a116adbb,Counties Manukau
85543470,814f16bc,9b438d28,Canterbury,b5eec0e0,Taranaki
b204581c,0fad1a69,08a046f2,Exeter Chiefs,93542906,Newcastle
811f9ad0,50e6935b,af0bb046,Benetton,6f08f859,Glasgow
101489da,0fad1a69,566d5199,Harlequins,1ebc0e7a,Leicester
d98ea2e9,0fad1a69,47d5fe17,Bristol,0026b492,Saracens
a5c94563,50e6935b,1b71011b,Bulls,1ebc0e7a,Leinster
22bf16ca,50e6935b,79c81be4,Cardiff Blues,afe6fb82,Munster
d9019aa1,2f0de05a,388e620c,Clermont,677fece4,Us Montauban
94ce14aa,2f0de05a,9aa9df8a,La Rochelle,b6f40da2,Montpellier
46939253,2f0de05a,a9650c97,Castres,2e49b214,Racing 92
abc9aeda,2f0de05a,73e02b8e,Pau,30ad8a8a,Toulon
4b7e7f44,2f0de05a,0120f1b3,Perpignan,247cd1a2,Stade Francais
bbbd1bc0,2f0de05a,f7e939a6,Bordeaux,1cbf55bf,Lyon
f4aae46c,679f8455,547c84c6,Auckland,140c0f3f,Otago
b8d9d551,679f8455,d990d095,Bay Of Plenty,efc79707,Wellington
636f6931,679f8455,0d45e935,Northland,d8f064ad,Waikato
576ba894,ee0c6883,af0bb046,Benetton Treviso,aa4f64f5,Bath Rugby
eac6f8d3,ee0c6883,247cd1a2,Stade Francais Paris,0026b492,Saracens
071147d7,ee0c6883,30ad8a8a,Toulon,6f08f859,Glasgow Warriors
0f092cee,ee0c6883,08a046f2,Exeter Chiefs,94b39f65,Stade Toulousain
826af6ab,83d92007,0e10c257,Scarlets,1d7c5dda,Black Lion
0d07863a,83d92007,0120f1b3,Perpignan,6f5af01b,Connacht
9f498135,83d92007,93542906,Newcastle Falcons,973ef5cc,Dragons
90230223,ee0c6883,08a046f2,Exeter Chiefs,94b39f65,Toulouse
2806ac44,2c3df351,895ae027,Northampton Saints,59c67efa,Gloucester Rugby
0156edcf,2c3df351,47d5fe17,Bristol Rugby,0026b492,Saracens
bb7df1e4,2c3df351,08a046f2,Exeter Chiefs,566d5199,Harlequins
4033c2f5,50e6935b,1b71011b,Bulls,6f08f859,Glasgow Warriors
9e330b32,50e6935b,1b2d3d61,Sharks,af0bb046,Benetton Treviso
f056508b,50e6935b,0e10c257,Scarlets,0aa2b3cc,Ulster
d644dc68,50e6935b,bb49fc47,Lions,79c81be4,Cardiff Blues
73e9889e,50e6935b,afe6fb82,Munster,6f5af01b,Connacht
6eb78623,50e6935b,1ebc0e7a,Leinster,5fa975a5,Ospreys
5951259c,2f0de05a,0120f1b3,Perpignan,388e620c,Clermont Auvergne
aeba08d4,2f0de05a,a9650c97,Castres Olympique,b6f40da2,Montpellier Herault
ac1c0928,2f0de05a,73e02b8e,Pau,53983719,Oyonnax
18fb450f,2f0de05a,2e49b214,Racing 92,fe2eda63,Bayonne
a8b2e5b8,2f0de05a,30ad8a8a,Toulon,1cbf55bf,Lyon
7c214827,2f0de05a,f7e939a6,Bordeaux Begles,9aa9df8a,La Rochelle
2ba851e1,bc5d9ec5,79c81be4,Blues,ada90f2c,Hurricanes
ad815384,bc5d9ec5,f921cb8b,Highlanders,93b14fff,Crusaders
26bc6359,bc5d9ec5,b6319444,New South Wales Waratahs,9f706321,Brumbies
c35e9d17,bc5d9ec5,510fa4b4,Western Force,b8b8b698,Fijian Drua
ffed93fe,622e1591,d1ec8848,Alumni,39f4260d,Newman
4a644f15,622e1591,cfd58d37,Club Atletico del Rosario,b9120e6d,B.A.C.R.C.
5324c4ae,622e1591,89b61653,Champagnat,95aa31e1,Belgrano AC
b3eb8bf1,622e1591,a1b6f895,SIC,bcbeddd2,Hindú
66b940a3,622e1591,757f3f81,CUBA,4bbb4db8,San Luis
2aa3d0c8,622e1591,e89f2930,CASI,1ca52534,Regatas Bella Vista
5aec1167,0ab9177f,b59edee8,Nola Gold,f7e65630,Seattle Seawolves
160cd5e9,0ab9177f,3d89b89d,Chicago Hounds,c674b423,Old Glory DC
3a363417,0ab9177f,1b2d3d61,Miami Sharks,5c348669,Utah Warriors
75616e5b,23df32a1,c324957f,Malaysia,0b0cfe7d,Singapore
ed828893,23df32a1,d69e2b34,Norway,ed33647d,Finland
1aeae78d,814f16bc,d990d095,Bay of Plenty,0d45e935,Northland
80271b54,83d92007,f11abcf7,England,446f2243,South Africa
e097517c,2c3df351,895ae027,Northampton Saints,47d5fe17,Bristol Rugby
a05987a3,2c3df351,0026b492,Saracens,aa4f64f5,Bath Rugby
32fbd92e,2c3df351,1ebc0e7a,Leicester Tigers,d7d74d92,Sale Sharks
2c6e5d60,50e6935b,8ab9f1c9,Zebre,0aa2b3cc,Ulster
b00fc50e,50e6935b,6f5af01b,Connacht,5fa975a5,Ospreys
ac6e6a90,50e6935b,bb49fc47,Lions,f54be954,Stormers
79c6b10a,50e6935b,973ef5cc,Dragons,242b5b2e,Edinburgh
f9896230,50e6935b,79c81be4,Cardiff Blues,af0bb046,Benetton Treviso
d1c4208d,50e6935b,afe6fb82,Munster,1b2d3d61,Sharks
1307b627,622e1591,757f3f81,CUBA,bcbeddd2,Hindú
be6511c4,622e1591,c14b1ed3,Pucará,39f4260d,Newman
6c4b1d75,622e1591,e89f2930,CASI,95aa31e1,Belgrano AC
63f79f75,622e1591,cfd58d37,Club Atletico del Rosario,4bbb4db8,San Luis
a22cbcd5,622e1591,2700f87a,La Plata Rugby Club,d1ec8848,Alumni
4f464075,622e1591,a1b6f895,SIC,b9120e6d,B.A.C.R.C.
1fc3b800,23df32a1,ed33647d,Finland,02fc50bd,Latvia
64e1e9a3,23df32a1,15d84e0e,Slovenia,efce6917,Bosnia-Herzegovina
a94404fd,679f8455,ea0e6b6c,Hawkes Bay,1b71011b,Taranaki Bulls
9d68c3be,2c3df351,d7d74d92,Sale Sharks,1ebc0e7a,Leicester Tigers
537dc1e7,50e6935b,242b5b2e,Edinburgh,6f08f859,Glasgow Warriors
a2e34829,2f0de05a,f7e939a6,Bordeaux Begles,b6f40da2,Montpellier Herault
0ec95608,2c3df351,aa4f64f5,Bath Rugby,1ebc0e7a,Leicester Tigers
